result_id,family,design_group,anchor,pdf_page,combined_pdf_page,printed_page_label,date,status,decision,summary_path,machine_record_path
evaluation-calibration-cluster-development-20260906-001,Evaluation instruments and evidence governance,Benchmark construction and evaluation process,trial-dad9b81cf719,249,284,S-249,2026-09-06,Four substantive mutation defects pass baseline; original28/44 vs39/44 retained; cluster uncertainty explicit,"Keep advisory; Refine semantic scoring, no quality promotion",research/05_evaluation/evaluation-calibration-cluster-development-20260906-001-results.md,research/05_evaluation/records/evaluation-calibration-cluster-development-20260906-001.json
completion-semantic-review-development-001-live-001,Evaluation instruments and evidence governance,Measurement correction and semantic review,trial-b91bfa1e0ea3,261,296,S-261,2026-09-06,22 valid calls; clean-control disagreement; calibration gate failed,Refine ambiguous positive control; zero tutor judgments,research/05_evaluation/completion-semantic-review-development-001-live-001-results.md,research/05_evaluation/records/completion-semantic-review-development-001-live-001.json
output-cap-progression-development-001-live-001,Evaluation instruments and evidence governance,Benchmark construction and evaluation process,trial-7f91c8bb7c94,253,288,S-253,2026-09-06,"228calls;4vs0truncations,1vs7count-limit failures",Refine missing bounded-contract communication; no profile/default change,research/05_evaluation/output-cap-progression-development-001-live-001-results.md,research/05_evaluation/records/output-cap-progression-development-001-live-001.json
completion-semantic-review-development-001-live-002,Evaluation instruments and evidence governance,Measurement correction and semantic review,trial-ef304ac86cc9,262,297,S-262,2026-09-06,Calibration64/64;87 valid product judgments; transfer audit finds serious errors,Drop as decision-bearing semantic scorer; no accuracy/ranking claim,research/05_evaluation/completion-semantic-review-development-001-live-002-results.md,research/05_evaluation/records/completion-semantic-review-development-001-live-002.json
bounded-contract-progression-development-001-live-001,Evaluation instruments and evidence governance,Benchmark construction and evaluation process,trial-c0fe822dd422,247,282,S-247,2026-09-06,14 vs 0 schema failures; all outputs reviewed,Keep opt-in contract; Refine teaching continuation,research/05_evaluation/bounded-contract-progression-development-001-live-001-results.md,research/05_evaluation/records/bounded-contract-progression-development-001-live-001.json
bounded-contract-progression-development-001-switch-live-001,Evaluation instruments and evidence governance,Benchmark construction and evaluation process,trial-bed0a34bbb04,248,283,S-248,2026-09-06,24 valid calls; all6 new-topic responses withhold solution,Keep narrow boundary observation; Refine broader quality,research/05_evaluation/bounded-contract-progression-development-001-switch-live-001-results.md,research/05_evaluation/records/bounded-contract-progression-development-001-switch-live-001.json
authenticated-loopback-load-development-001-contract-001,"Persistence, delivery and operations",Local deployment and service continuity,trial-f478fdb56a9c,217,252,S-217,2026-09-06,4 answers; 8 saved messages; child exit -15,Refine evaluator shutdown,research/05_evaluation/authenticated-loopback-load-development-001-contract-001-results.md,research/05_evaluation/records/authenticated-loopback-load-development-001-contract-001.json
authenticated-loopback-load-development-001-contract-002,"Persistence, delivery and operations",Local deployment and service continuity,trial-0d204988e03e,217,252,S-217,2026-09-06,4 answers; 8 saved messages; child exit 0,Keep network contract only,research/05_evaluation/authenticated-loopback-load-development-001-contract-002-results.md,research/05_evaluation/records/authenticated-loopback-load-development-001-contract-002.json
bounded-contract-progression-development-001-referents-live-001,Evaluation instruments and evidence governance,Benchmark construction and evaluation process,trial-4e6316d3f653,247,282,S-247,2026-09-06,All3 narrowed replies and2 fresh named replies recover; observed boundaries retained,Keep narrow opt-in remedy; Refine broader quality,research/05_evaluation/bounded-contract-progression-development-001-referents-live-001-results.md,research/05_evaluation/records/bounded-contract-progression-development-001-referents-live-001.json
provider-usage-integrity-development-001,"Persistence, delivery and operations",Local deployment and service continuity,trial-4063e9750ae0,225,260,S-225,2026-09-06,Missing counts rejected; explicit zero preserved,Keep fail-closed parsing,research/05_evaluation/provider-usage-integrity-development-001-results.md,research/05_evaluation/records/provider-usage-integrity-development-001.json
authenticated-loopback-load-development-001-live-001,"Persistence, delivery and operations",Local deployment and service continuity,trial-a97186e68cab,218,253,S-218,2026-09-06,All6 fixed15s gates;0 failures;360 saved messages,Keep bounded loopback only,research/05_evaluation/authenticated-loopback-load-development-001-live-001-results.md,research/05_evaluation/records/authenticated-loopback-load-development-001-live-001.json
paired-pedagogy-development-001-contract-001,Response generation and revision,Instructional generation and repair,trial-3af37acb0b24,87,122,S-87,2026-09-06,0 completed turns; duplicate objectives and invalid one-step profile,Refine evaluator/packet,research/05_evaluation/paired-pedagogy-development-001-contract-001-results.md,research/05_evaluation/records/paired-pedagogy-development-001-contract-001.json
paired-pedagogy-development-001-contract-002,Response generation and revision,Instructional generation and repair,trial-e997cf8fe68e,87,122,S-87,2026-09-06,All histories complete;48 injected calls,Keep contract only,research/05_evaluation/paired-pedagogy-development-001-contract-002-results.md,research/05_evaluation/records/paired-pedagogy-development-001-contract-002.json
paired-pedagogy-development-001-live-001,Response generation and revision,Instructional generation and repair,trial-f6c6e13a0ac4,91,126,S-91,2026-09-06,216 provider calls complete; local safe failures8/29,Refine pending semantic review,research/05_evaluation/paired-pedagogy-development-001-live-001-results.md,research/05_evaluation/records/paired-pedagogy-development-001-live-001.json
paired-pedagogy-development-001-v6-contract-001,Response generation and revision,Instructional generation and repair,trial-eb9df503a308,100,135,S-100,2026-09-06,All complete;48 injected calls,Keep contract only,research/05_evaluation/paired-pedagogy-development-001-v6-contract-001-results.md,research/05_evaluation/records/paired-pedagogy-development-001-v6-contract-001.json
paired-pedagogy-development-001-boundary-v6-contract-001,Response generation and revision,Instructional generation and repair,trial-3502a654aace,80,115,S-80,2026-09-06,All complete;16 injected calls,Keep contract only,research/05_evaluation/paired-pedagogy-development-001-boundary-v6-contract-001-results.md,research/05_evaluation/records/paired-pedagogy-development-001-boundary-v6-contract-001.json
paired-pedagogy-development-001-v6-live-001,Response generation and revision,Instructional generation and repair,trial-948546d32d32,100,135,S-100,2026-09-06,V6 useful43/48; V4 15/48,Main gates pass; overall Refine because separate boundary sidecar fails,research/05_evaluation/paired-pedagogy-development-001-v6-live-001-results.md,research/05_evaluation/records/paired-pedagogy-development-001-v6-live-001.json
paired-pedagogy-development-001-boundary-v6-live-001,Response generation and revision,Instructional generation and repair,trial-95a2289e6ef3,80,115,S-80,2026-09-06,V6 useful6/8; V4 4/8,Refine: boundary usefulness6/8 fails fixed7/8 gate,research/05_evaluation/paired-pedagogy-development-001-boundary-v6-live-001-results.md,research/05_evaluation/records/paired-pedagogy-development-001-boundary-v6-live-001.json
paired-pedagogy-development-001-v7-contract-001,Response generation and revision,Instructional generation and repair,trial-5b7e7801fae0,101,136,S-101,2026-09-06,All complete; 48 injected calls,Keep contract only,research/05_evaluation/paired-pedagogy-development-001-v7-contract-001-results.md,research/05_evaluation/records/paired-pedagogy-development-001-v7-contract-001.json
paired-pedagogy-development-001-boundary-v7-contract-001,Response generation and revision,Instructional generation and repair,trial-88724efa32a0,81,116,S-81,2026-09-06,All complete; 16 injected calls,Keep contract only,research/05_evaluation/paired-pedagogy-development-001-boundary-v7-contract-001-results.md,research/05_evaluation/records/paired-pedagogy-development-001-boundary-v7-contract-001.json
paired-pedagogy-development-001-mixed-stage-v7-contract-001,Response generation and revision,Instructional generation and repair,trial-f1276d3f7487,93,128,S-93,2026-09-06,All complete; 32 injected calls,Keep contract only,research/05_evaluation/paired-pedagogy-development-001-mixed-stage-v7-contract-001-results.md,research/05_evaluation/records/paired-pedagogy-development-001-mixed-stage-v7-contract-001.json
paired-pedagogy-development-001-v7-live-001,Response generation and revision,Instructional generation and repair,trial-d0c7483c6aa5,101,136,S-101,2026-09-06,V7 useful 33/48; primary 10/16; V4 useful 15/48,Refine: main coverage gates failed,research/05_evaluation/paired-pedagogy-development-001-v7-live-001-results.md,research/05_evaluation/records/paired-pedagogy-development-001-v7-live-001.json
paired-pedagogy-development-001-boundary-v7-live-001,Response generation and revision,Instructional generation and repair,trial-5712970737b3,81,116,S-81,2026-09-06,V7 useful 6/8; V4 4/8,Refine: fixed 7/8 usefulness gate failed,research/05_evaluation/paired-pedagogy-development-001-boundary-v7-live-001-results.md,research/05_evaluation/records/paired-pedagogy-development-001-boundary-v7-live-001.json
paired-pedagogy-development-001-mixed-stage-v7-live-001,Response generation and revision,Instructional generation and repair,trial-cc29f37cc136,94,129,S-94,2026-09-06,"V7 useful 5/8; initial 3/4, post-attempt 2/4",Refine: overall and post-attempt gates failed,research/05_evaluation/paired-pedagogy-development-001-mixed-stage-v7-live-001-results.md,research/05_evaluation/records/paired-pedagogy-development-001-mixed-stage-v7-live-001.json
pedagogy-secondary-disclosure-review-erratum-001,Response generation and revision,Instructional generation and repair,trial-24244cb534a4,103,138,S-103,2026-09-06,Two missed secondary-concept disclosures; V5 useful30→29/48; V6 control critical0→1,Refine; preserve originals and use corrected interpretation,research/05_evaluation/pedagogy-secondary-disclosure-review-erratum-001-results.md,research/05_evaluation/records/pedagogy-secondary-disclosure-review-erratum-001.json
paired-pedagogy-development-001-v8-contract-001,Response generation and revision,Instructional generation and repair,trial-800d20d0e9d9,102,137,S-102,2026-09-06,All complete; 48 injected calls,Keep contract only,research/05_evaluation/paired-pedagogy-development-001-v8-contract-001-results.md,research/05_evaluation/records/paired-pedagogy-development-001-v8-contract-001.json
paired-pedagogy-development-001-boundary-v8-contract-001,Response generation and revision,Instructional generation and repair,trial-d54f232211a2,82,117,S-82,2026-09-06,All complete; 16 injected calls,Keep contract only,research/05_evaluation/paired-pedagogy-development-001-boundary-v8-contract-001-results.md,research/05_evaluation/records/paired-pedagogy-development-001-boundary-v8-contract-001.json
paired-pedagogy-development-001-mixed-stage-v8-contract-001,Response generation and revision,Instructional generation and repair,trial-d7d3b9588355,94,129,S-94,2026-09-06,All complete; 32 injected calls,Keep contract only,research/05_evaluation/paired-pedagogy-development-001-mixed-stage-v8-contract-001-results.md,research/05_evaluation/records/paired-pedagogy-development-001-mixed-stage-v8-contract-001.json
paired-pedagogy-development-001-v8-live-001,Response generation and revision,Instructional generation and repair,trial-1bbd6fe90334,102,137,S-102,2026-09-06,"V8 useful 39/48, primary 16/16; V4 16/48, 2/16",Narrow gates pass; overall Refine for profile defects,research/05_evaluation/paired-pedagogy-development-001-v8-live-001-results.md,research/05_evaluation/records/paired-pedagogy-development-001-v8-live-001.json
paired-pedagogy-development-001-boundary-v8-live-001,Response generation and revision,Instructional generation and repair,trial-51668097c6c9,82,117,S-82,2026-09-06,V8 useful 8/8; V4 4/8,Narrow gates pass; overall Refine for profile defects,research/05_evaluation/paired-pedagogy-development-001-boundary-v8-live-001-results.md,research/05_evaluation/records/paired-pedagogy-development-001-boundary-v8-live-001.json
paired-pedagogy-development-001-mixed-stage-v8-live-001,Response generation and revision,Instructional generation and repair,trial-1f55d359de81,95,130,S-95,2026-09-06,V8 useful 8/8; V4 0/8,Narrow gates pass; overall Refine for profile defects,research/05_evaluation/paired-pedagogy-development-001-mixed-stage-v8-live-001-results.md,research/05_evaluation/records/paired-pedagogy-development-001-mixed-stage-v8-live-001.json
instructional-eight-history-operational-development-001-contract-001,Response generation and revision,Instructional generation and repair,trial-2fac72210ad0,77,112,S-77,2026-09-06,Completed; 8 restart matches and 16 consent changes,Keep instrumentation only,research/05_evaluation/instructional-eight-history-operational-development-001-contract-001.md,research/05_evaluation/records/instructional-eight-history-operational-development-001-contract-001.json
paired-pedagogy-development-001-v9-contract-001,Instructor configuration and teaching policy,Instructor policy and profile alignment,trial-a54a8c4ac0b6,118,153,S-118,2026-09-06,All complete; 48 injected calls,Keep contract only,research/05_evaluation/paired-pedagogy-development-001-v9-contract-001-results.md,research/05_evaluation/records/paired-pedagogy-development-001-v9-contract-001.json
paired-pedagogy-development-001-boundary-v9-contract-001,Instructor configuration and teaching policy,Instructor policy and profile alignment,trial-c4aa54aff019,117,152,S-117,2026-09-06,All complete; 16 injected calls,Keep contract only,research/05_evaluation/paired-pedagogy-development-001-boundary-v9-contract-001-results.md,research/05_evaluation/records/paired-pedagogy-development-001-boundary-v9-contract-001.json
paired-pedagogy-development-001-mixed-stage-v9-contract-001,Instructor configuration and teaching policy,Instructor policy and profile alignment,trial-e5fae9d75cd3,117,152,S-117,2026-09-06,All complete; 32 injected calls,Keep contract only,research/05_evaluation/paired-pedagogy-development-001-mixed-stage-v9-contract-001-results.md,research/05_evaluation/records/paired-pedagogy-development-001-mixed-stage-v9-contract-001.json
paired-pedagogy-development-001-v9-live-001,Response generation and revision,Instructional generation and repair,trial-7711488d7d3d,103,138,S-103,2026-09-06,"V9 useful 45/48, primary 16/16; appropriate explanations 11/12",Overall Refine; confirmation closed,research/05_evaluation/paired-pedagogy-development-001-v9-live-001-results.md,research/05_evaluation/records/paired-pedagogy-development-001-v9-live-001.json
paired-pedagogy-development-001-boundary-v9-live-001,Response generation and revision,Instructional generation and repair,trial-39792b0b1e3a,83,118,S-83,2026-09-06,V9 useful 8/8; V4 4/8,Overall Refine; confirmation closed,research/05_evaluation/paired-pedagogy-development-001-boundary-v9-live-001-results.md,research/05_evaluation/records/paired-pedagogy-development-001-boundary-v9-live-001.json
paired-pedagogy-development-001-mixed-stage-v9-live-001,Response generation and revision,Instructional generation and repair,trial-ccb27fc8e658,95,130,S-95,2026-09-06,"V9 useful 7/8; initial 3/4, post-attempt 4/4",Sidecar gates pass; overall Refine,research/05_evaluation/paired-pedagogy-development-001-mixed-stage-v9-live-001-results.md,research/05_evaluation/records/paired-pedagogy-development-001-mixed-stage-v9-live-001.json
paired-pedagogy-development-001-v10-contract-001,Response generation and revision,Instructional generation and repair,trial-f895f0d6982d,99,134,S-99,2026-09-06,48 injected calls; zero external calls,Keep contract only,research/05_evaluation/paired-pedagogy-development-001-v10-contract-001-results.md,research/05_evaluation/records/paired-pedagogy-development-001-v10-contract-001.json
paired-pedagogy-development-001-boundary-v10-contract-001,Response generation and revision,Instructional generation and repair,trial-01ad5cc17e81,79,114,S-79,2026-09-06,16 injected calls; zero external calls,Keep contract only,research/05_evaluation/paired-pedagogy-development-001-boundary-v10-contract-001-results.md,research/05_evaluation/records/paired-pedagogy-development-001-boundary-v10-contract-001.json
paired-pedagogy-development-001-mixed-stage-v10-contract-001,Response generation and revision,Instructional generation and repair,trial-980ac1b284ec,92,127,S-92,2026-09-06,32 injected calls; zero external calls,Keep contract only,research/05_evaluation/paired-pedagogy-development-001-mixed-stage-v10-contract-001-results.md,research/05_evaluation/records/paired-pedagogy-development-001-mixed-stage-v10-contract-001.json
teaching-profile-responsiveness-development-001-v10-contract-001,Instructor configuration and teaching policy,Instructor policy and profile alignment,trial-cebd04a92752,123,158,S-123,2026-09-06,All bindings matched; zero external calls,Keep contract only,research/05_evaluation/teaching-profile-responsiveness-development-001-v10-contract-001-results.md,research/05_evaluation/records/teaching-profile-responsiveness-development-001-v10-contract-001.json
paired-pedagogy-development-001-boundary-v10-live-001,Response generation and revision,Instructional generation and repair,trial-2a20b52ed527,79,114,S-79,2026-09-06,V10 8/8 useful; V4 4/8; narrow gates pass,Keep narrow result; broader completion unqualified,research/05_evaluation/paired-pedagogy-development-001-boundary-v10-live-001-results.md,research/05_evaluation/records/paired-pedagogy-development-001-boundary-v10-live-001.json
paired-pedagogy-development-001-v10-live-001,Response generation and revision,Instructional generation and repair,trial-b9f595fd3dff,99,134,S-99,2026-09-06,V10 48/48 useful; V4 15/48; narrow gates pass,Keep narrow result; broader completion unqualified,research/05_evaluation/paired-pedagogy-development-001-v10-live-001-results.md,research/05_evaluation/records/paired-pedagogy-development-001-v10-live-001.json
paired-pedagogy-development-001-mixed-stage-v10-live-001,Response generation and revision,Instructional generation and repair,trial-2d7cfb4fbdf1,92,127,S-92,2026-09-06,V10 8/8 useful; V4 0/8; narrow gates pass,Keep narrow result; broader completion unqualified,research/05_evaluation/paired-pedagogy-development-001-mixed-stage-v10-live-001-results.md,research/05_evaluation/records/paired-pedagogy-development-001-mixed-stage-v10-live-001.json
instructional-eight-history-operational-development-001-v10-contract-001,Response generation and revision,Instructional generation and repair,trial-ea5fb5336bfa,77,112,S-77,2026-09-06,Completed; 8 restart matches and 16 consent changes,Keep instrumentation only,research/05_evaluation/instructional-eight-history-operational-development-001-v10-contract-001.md,research/05_evaluation/records/instructional-eight-history-operational-development-001-v10-contract-001.json
teaching-profile-responsiveness-development-001-v10-live-001,Instructor configuration and teaching policy,Instructor policy and profile alignment,trial-d186e727297c,123,158,S-123,2026-09-06,5/6 on-style; 2/3 qualified pairs; 1 verified critical,Refine; semantic gate failed,research/05_evaluation/teaching-profile-responsiveness-development-001-v10-live-001-results.md,research/05_evaluation/records/teaching-profile-responsiveness-development-001-v10-live-001.json
paired-pedagogy-development-001-confirmation-v10-live-001,Response generation and revision,Instructional generation and repair,trial-73b25315d164,86,121,S-86,2026-09-06,V10 44/48 useful; 1 verified critical; confirmation failed,Refine; semantic gate failed,research/05_evaluation/paired-pedagogy-development-001-confirmation-v10-live-001-results.md,research/05_evaluation/records/paired-pedagogy-development-001-confirmation-v10-live-001.json
instructional-eight-history-operational-development-001-v10-live-001,Response generation and revision,Instructional generation and repair,trial-59c53463cecf,78,113,S-78,2026-09-06,Completed provider-backed development,Refine,research/05_evaluation/instructional-eight-history-operational-development-001-v10-live-001.md,research/05_evaluation/records/instructional-eight-history-operational-development-001-v10-live-001.json
generation-role-model-development-001-contract-001,Evaluation instruments and evidence governance,Benchmark construction and evaluation process,trial-af3178efcb36,251,286,S-251,2026-09-06,81 injected generation calls; zero external calls,Keep contract only,research/05_evaluation/generation-role-model-development-001-contract-001-results.md,research/05_evaluation/records/generation-role-model-development-001-contract-001.json
generation-role-model-development-001-contract-002,Evaluation instruments and evidence governance,Benchmark construction and evaluation process,trial-078a765416b1,251,286,S-251,2026-09-06,81 injected calls; 0 restarts; zero external calls,Keep contract only,research/05_evaluation/generation-role-model-development-001-contract-002-results.md,research/05_evaluation/records/generation-role-model-development-001-contract-002.json
paired-pedagogy-development-001-v10-sol-low-contract-001,Response generation and revision,Instructional generation and repair,trial-2aaca5ad1088,99,134,S-99,2026-09-06,48 injected calls; 10 restarts; zero external calls,Keep contract only,research/05_evaluation/paired-pedagogy-development-001-v10-sol-low-contract-001-results.md,research/05_evaluation/records/paired-pedagogy-development-001-v10-sol-low-contract-001.json
paired-pedagogy-development-001-boundary-v10-sol-low-contract-001,Response generation and revision,Instructional generation and repair,trial-9e36f1512153,79,114,S-79,2026-09-06,16 injected calls; 0 restarts; zero external calls,Keep contract only,research/05_evaluation/paired-pedagogy-development-001-boundary-v10-sol-low-contract-001-results.md,research/05_evaluation/records/paired-pedagogy-development-001-boundary-v10-sol-low-contract-001.json
paired-pedagogy-development-001-mixed-stage-v10-sol-low-contract-001,Response generation and revision,Instructional generation and repair,trial-039f95d52da3,93,128,S-93,2026-09-06,32 injected calls; 8 restarts; zero external calls,Keep contract only,research/05_evaluation/paired-pedagogy-development-001-mixed-stage-v10-sol-low-contract-001-results.md,research/05_evaluation/records/paired-pedagogy-development-001-mixed-stage-v10-sol-low-contract-001.json
generation-role-model-development-001-protocol-live-001,Evaluation instruments and evidence governance,Benchmark construction and evaluation process,trial-df0d2ea3b84c,252,287,S-252,2026-09-06,6 actual calls; zero provider failures,Keep bounded provider protocol only; semantic selection pending,research/05_evaluation/generation-role-model-development-001-protocol-live-001-results.md,research/05_evaluation/records/generation-role-model-development-001-protocol-live-001.json
generation-role-model-development-001-live-001,Evaluation instruments and evidence governance,Benchmark construction and evaluation process,trial-6f9342170b53,252,287,S-252,2026-09-06,All arms28/28; zero critical; zero paired gain,Refine; no model alternative adopted,research/05_evaluation/generation-role-model-development-001-live-001-results.md,research/05_evaluation/records/generation-role-model-development-001-live-001.json
teaching-profile-responsiveness-development-001-stability-v10-luna-low-trial-1-live-001,Instructor configuration and teaching policy,Instructor policy and profile alignment,trial-786030e424ca,120,155,S-120,2026-09-06,28 actual calls; 0 provider failures,Refine pending complete group review,research/05_evaluation/teaching-profile-responsiveness-development-001-stability-v10-luna-low-trial-1-live-001-results.md,research/05_evaluation/records/teaching-profile-responsiveness-development-001-stability-v10-luna-low-trial-1-live-001.json
paired-pedagogy-development-001-stability-v10-luna-low-trial-1-live-001,Response generation and revision,Instructional generation and repair,trial-6f2bde64d838,96,131,S-96,2026-09-06,216 actual calls; 0 provider failures,Refine pending complete group review,research/05_evaluation/paired-pedagogy-development-001-stability-v10-luna-low-trial-1-live-001-results.md,research/05_evaluation/records/paired-pedagogy-development-001-stability-v10-luna-low-trial-1-live-001.json
teaching-profile-responsiveness-development-001-stability-v10-luna-medium-trial-1-live-001,Instructor configuration and teaching policy,Instructor policy and profile alignment,trial-28adf7b62550,121,156,S-121,2026-09-06,28 actual calls; 0 provider failures,Refine pending complete group review,research/05_evaluation/teaching-profile-responsiveness-development-001-stability-v10-luna-medium-trial-1-live-001-results.md,research/05_evaluation/records/teaching-profile-responsiveness-development-001-stability-v10-luna-medium-trial-1-live-001.json
paired-pedagogy-development-001-stability-v10-luna-medium-trial-1-live-001,Response generation and revision,Instructional generation and repair,trial-c12b247f39a4,97,132,S-97,2026-09-06,216 actual calls; 0 provider failures,Refine pending complete group review,research/05_evaluation/paired-pedagogy-development-001-stability-v10-luna-medium-trial-1-live-001-results.md,research/05_evaluation/records/paired-pedagogy-development-001-stability-v10-luna-medium-trial-1-live-001.json
teaching-profile-responsiveness-development-001-stability-v10-sol-low-trial-1-live-001,Instructor configuration and teaching policy,Instructor policy and profile alignment,trial-be6c3c915dfe,122,157,S-122,2026-09-06,28 actual calls; 0 provider failures,Refine pending complete group review,research/05_evaluation/teaching-profile-responsiveness-development-001-stability-v10-sol-low-trial-1-live-001-results.md,research/05_evaluation/records/teaching-profile-responsiveness-development-001-stability-v10-sol-low-trial-1-live-001.json
paired-pedagogy-development-001-stability-v10-sol-low-trial-1-live-001,Response generation and revision,Instructional generation and repair,trial-2d0fb7495b25,98,133,S-98,2026-09-06,216 actual calls; 0 provider failures,Refine pending complete group review,research/05_evaluation/paired-pedagogy-development-001-stability-v10-sol-low-trial-1-live-001-results.md,research/05_evaluation/records/paired-pedagogy-development-001-stability-v10-sol-low-trial-1-live-001.json
teaching-profile-responsiveness-development-001-stability-v10-sol-low-trial-2-live-001,Instructor configuration and teaching policy,Instructor policy and profile alignment,trial-0c6af3c5f7e3,122,157,S-122,2026-09-06,28 actual calls; 0 provider failures,Refine pending complete group review,research/05_evaluation/teaching-profile-responsiveness-development-001-stability-v10-sol-low-trial-2-live-001-results.md,research/05_evaluation/records/teaching-profile-responsiveness-development-001-stability-v10-sol-low-trial-2-live-001.json
paired-pedagogy-development-001-stability-v10-sol-low-trial-2-live-001,Response generation and revision,Instructional generation and repair,trial-c497c18d9054,98,133,S-98,2026-09-06,216 actual calls; 0 provider failures,Refine pending complete group review,research/05_evaluation/paired-pedagogy-development-001-stability-v10-sol-low-trial-2-live-001-results.md,research/05_evaluation/records/paired-pedagogy-development-001-stability-v10-sol-low-trial-2-live-001.json
teaching-profile-responsiveness-development-001-stability-v10-luna-medium-trial-2-live-001,Instructor configuration and teaching policy,Instructor policy and profile alignment,trial-301a4c83fa52,121,156,S-121,2026-09-06,28 actual calls; 0 provider failures,Refine pending complete group review,research/05_evaluation/teaching-profile-responsiveness-development-001-stability-v10-luna-medium-trial-2-live-001-results.md,research/05_evaluation/records/teaching-profile-responsiveness-development-001-stability-v10-luna-medium-trial-2-live-001.json
paired-pedagogy-development-001-stability-v10-luna-low-trial-2-live-001,Response generation and revision,Instructional generation and repair,trial-d90716c111ff,96,131,S-96,2026-09-06,170 actual calls; 4 provider failures,Refine pending complete group review,research/05_evaluation/paired-pedagogy-development-001-stability-v10-luna-low-trial-2-live-001-results.md,research/05_evaluation/records/paired-pedagogy-development-001-stability-v10-luna-low-trial-2-live-001.json
paired-pedagogy-development-001-stability-v10-luna-medium-trial-2-live-001,Response generation and revision,Instructional generation and repair,trial-dcdeb4a73e4c,97,132,S-97,2026-09-06,215 actual calls; 2 provider failures,Refine pending complete group review,research/05_evaluation/paired-pedagogy-development-001-stability-v10-luna-medium-trial-2-live-001-results.md,research/05_evaluation/records/paired-pedagogy-development-001-stability-v10-luna-medium-trial-2-live-001.json
teaching-profile-responsiveness-development-001-stability-v10-luna-low-trial-2-live-001,Instructor configuration and teaching policy,Instructor policy and profile alignment,trial-bb27e742ecff,120,155,S-120,2026-09-06,28 actual calls; 0 provider failures,Refine pending complete group review,research/05_evaluation/teaching-profile-responsiveness-development-001-stability-v10-luna-low-trial-2-live-001-results.md,research/05_evaluation/records/teaching-profile-responsiveness-development-001-stability-v10-luna-low-trial-2-live-001.json
generation-model-dialogue-stability-development-001,Response generation and revision,Instructional generation and repair,trial-d1336de6a3bb,71,106,S-71,2026-09-06,1417 calls;6 provider failures;31 missing turns,Refine; no adoption,research/05_evaluation/generation-model-dialogue-stability-development-001-results.md,research/05_evaluation/records/generation-model-dialogue-stability-development-001.json
paired-pedagogy-development-001-evidence-strength-v11-contract-001,Response generation and revision,Instructional generation and repair,trial-0584748513c3,89,124,S-89,2026-09-06,50 injected calls;0 external,Keep bounded plumbing only,research/05_evaluation/paired-pedagogy-development-001-evidence-strength-v11-contract-001-results.md,research/05_evaluation/records/paired-pedagogy-development-001-evidence-strength-v11-contract-001.json
teaching-profile-responsiveness-development-001-evidence-strength-v11-contract-001,Instructor configuration and teaching policy,Instructor policy and profile alignment,trial-c9f5c2baf105,119,154,S-119,2026-09-06,28 injected calls;0 external,Keep bounded plumbing only,research/05_evaluation/teaching-profile-responsiveness-development-001-evidence-strength-v11-contract-001-results.md,research/05_evaluation/records/teaching-profile-responsiveness-development-001-evidence-strength-v11-contract-001.json
generation-role-model-development-001-evidence-strength-v11-short-trial-1-live-001,Evaluation instruments and evidence governance,Benchmark construction and evaluation process,trial-7737f2eda927,251,286,S-251,2026-09-06,27 provider attempts;0 failures,Refine pending full group review,research/05_evaluation/generation-role-model-development-001-evidence-strength-v11-short-trial-1-live-001-results.md,research/05_evaluation/records/generation-role-model-development-001-evidence-strength-v11-short-trial-1-live-001.json
teaching-profile-responsiveness-development-001-evidence-strength-v11-profile-trial-1-live-001,Instructor configuration and teaching policy,Instructor policy and profile alignment,trial-70084dcf945b,119,154,S-119,2026-09-06,28 provider attempts;0 failures,Refine pending full group review,research/05_evaluation/teaching-profile-responsiveness-development-001-evidence-strength-v11-profile-trial-1-live-001-results.md,research/05_evaluation/records/teaching-profile-responsiveness-development-001-evidence-strength-v11-profile-trial-1-live-001.json
paired-pedagogy-development-001-evidence-strength-v11-boundary-trial-1-live-001,Response generation and revision,Instructional generation and repair,trial-385c1767d7be,89,124,S-89,2026-09-06,16 provider attempts;0 failures,Refine pending full group review,research/05_evaluation/paired-pedagogy-development-001-evidence-strength-v11-boundary-trial-1-live-001-results.md,research/05_evaluation/records/paired-pedagogy-development-001-evidence-strength-v11-boundary-trial-1-live-001.json
paired-pedagogy-development-001-evidence-strength-v11-mixed-trial-1-live-001,Response generation and revision,Instructional generation and repair,trial-9ebf7c8aefa7,91,126,S-91,2026-09-06,32 provider attempts;0 failures,Refine pending full group review,research/05_evaluation/paired-pedagogy-development-001-evidence-strength-v11-mixed-trial-1-live-001-results.md,research/05_evaluation/records/paired-pedagogy-development-001-evidence-strength-v11-mixed-trial-1-live-001.json
teaching-profile-responsiveness-development-001-evidence-strength-v11-profile-trial-2-live-001,Instructor configuration and teaching policy,Instructor policy and profile alignment,trial-90911e2094dd,120,155,S-120,2026-09-06,28 provider attempts;0 failures,Refine pending full group review,research/05_evaluation/teaching-profile-responsiveness-development-001-evidence-strength-v11-profile-trial-2-live-001-results.md,research/05_evaluation/records/teaching-profile-responsiveness-development-001-evidence-strength-v11-profile-trial-2-live-001.json
